Year,Country,Variable name,Variable total,Variable per capita,Unit total,Unit per capita,Historical
2035,Finland,average distance travelled car,30551821094.333004,5362.2478006187785,pkm,pkm / capita,1
2040,Finland,average distance travelled car,28584794057.7717,5013.167215878715,pkm,pkm / capita,1
2045,Finland,average distance travelled car,27604221090.010406,4849.077946128568,pkm,pkm / capita,1
2050,Finland,average distance travelled car,26606407591.28661,4686.146937613583,pkm,pkm / capita,1
1990,Finland,average distance travelled plane,7651177288.624273,1538.115840421671,pkm,pkm / capita,1
1991,Finland,average distance travelled plane,7651177288.624272,1530.7014032319983,pkm,pkm / capita,1
1992,Finland,average distance travelled plane,7651177288.624272,1521.4106672903038,pkm,pkm / capita,1
1993,Finland,average distance travelled plane,7651177288.624272,1513.5914012402561,pkm,pkm / capita,1
1994,Finland,average distance travelled plane,7651177288.624272,1506.756574084835,pkm,pkm / capita,1
1995,Finland,average distance travelled plane,7651177288.624274,1500.597457462014,pkm,pkm / capita,1
1996,Finland,average distance travelled plane,7651177288.624273,1495.297531834046,pkm,pkm / capita,1
1997,Finland,average distance travelled plane,7651177288.624274,1490.7833667082868,pkm,pkm / capita,1
1998,Finland,average distance travelled plane,7651177288.624273,1486.4306439342413,pkm,pkm / capita,1
1999,Finland,average distance travelled plane,7651177288.624273,1482.8880292609751,pkm,pkm / capita,1
2000,Finland,average distance travelled plane,7651177288.624273,1479.545632535921,pkm,pkm / capita,1
2001,Finland,average distance travelled plane,7878946140.43832,1520.704740280484,pkm,pkm / capita,1
2002,Finland,average distance travelled plane,8106714992.252366,1560.5138562317868,pkm,pkm / capita,1
2003,Finland,average distance travelled plane,8334483844.06641,1600.847405701446,pkm,pkm / capita,1
2004,Finland,average distance travelled plane,8562252695.880455,1640.3625120754198,pkm,pkm / capita,1
2005,Finland,average distance travelled plane,8790021547.694502,1678.5706533661755,pkm,pkm / capita,1
2006,Finland,average distance travelled plane,8764187484.220263,1667.5966276263061,pkm,pkm / capita,1
2007,Finland,average distance travelled plane,8738353420.746025,1655.9461698547789,pkm,pkm / capita,1
2008,Finland,average distance travelled plane,8712519357.271786,1643.7214709584607,pkm,pkm / capita,1
2009,Finland,average distance travelled plane,8686685293.797546,1630.8999607979451,pkm,pkm / capita,1
2010,Finland,average distance travelled plane,8660851230.323307,1618.4190180158128,pkm,pkm / capita,1
2011,Finland,average distance travelled plane,8934787764.900015,1662.2007437199532,pkm,pkm / capita,1
2012,Finland,average distance travelled plane,9208724299.476725,1704.919290136319,pkm,pkm / capita,1
2013,Finland,average distance travelled plane,9482660834.053432,1747.4167112403347,pkm,pkm / capita,1
2014,Finland,average distance travelled plane,9756597368.63014,1789.7842830441605,pkm,pkm / capita,1
2015,Finland,average distance travelled plane,10030533903.206848,1833.1481525585764,pkm,pkm / capita,1
2020,Finland,average distance travelled plane,10160211642.986574,1842.9116750351568,pkm,pkm / capita,1
2025,Finland,average distance travelled plane,10155639716.373112,1813.366995169669,pkm,pkm / capita,1
2030,Finland,average distance travelled plane,10108042740.925638,1784.6256922083141,pkm,pkm / capita,1
2035,Finland,average distance travelled plane,9975510515.336435,1750.83374427177,pkm,pkm / capita,1
2040,Finland,average distance travelled plane,9748917131.92297,1709.753502414578,pkm,pkm / capita,1
2045,Finland,average distance travelled plane,9485314524.131413,1666.2317448146944,pkm,pkm / capita,1
2050,Finland,average distance travelled plane,9200755549.450129,1620.515369985803,pkm,pkm / capita,1
1990,Finland,transported goods,61.803570159652246,1.2424369044291974e-05,km,km / capita,1
1991,Finland,transported goods,61.803570159652246,1.2364477778966366e-05,km,km / capita,1
1992,Finland,transported goods,61.803570159652246,1.2289430419723882e-05,km,km / capita,1
1993,Finland,transported goods,61.803570159652246,1.2226269086547142e-05,km,km / capita,1
1994,Finland,transported goods,61.803570159652246,1.2171059711088385e-05,km,km / capita,1
1995,Finland,transported goods,61.803570159652246,1.2121308492163428e-05,km,km / capita,1
1996,Finland,transported goods,61.803570159652246,1.2078497521637876e-05,km,km / capita,1
1997,Finland,transported goods,61.803570159652246,1.2042033653328756e-05,km,km / capita,1
1998,Finland,transported goods,61.803570159652246,1.2006873860632384e-05,km,km / capita,1
1999,Finland,transported goods,61.803570159652246,1.197825784165275e-05,km,km / capita,1
2000,Finland,transported goods,61.803570159652246,1.1951259114175162e-05,km,km / capita,1
2001,Finland,transported goods,61.803570159652246,1.1928623502788926e-05,km,km / capita,1
2002,Finland,transported goods,61.803570159652246,1.1896967845903559e-05,km,km / capita,1
2003,Finland,transported goods,61.803570159652246,1.1870931278318314e-05,km,km / capita,1
2004,Finland,transported goods,61.803570159652246,1.1840372294909441e-05,km,km / capita,1
2005,Finland,transported goods,61.803570159652246,1.1802207603286218e-05,km,km / capita,1
2006,Finland,transported goods,62.64878242893665,1.1920431699058267e-05,km,km / capita,1
2007,Finland,transported goods,61.274165562912906,1.1611652091577985e-05,km,km / capita,1
2008,Finland,transported goods,60.82357928632419,1.1475099120443376e-05,km,km / capita,1
2009,Finland,transported goods,56.73915095608392,1.0652610971881102e-05,km,km / capita,1
2010,Finland,transported goods,58.39286370744874,1.0911643512552584e-05,km,km / capita,1
2011,Finland,transported goods,58.39286370744874,1.0863230782465633e-05,km,km / capita,1
2012,Finland,transported goods,58.39286370744874,1.0810956708388743e-05,km,km / capita,1
2013,Finland,transported goods,58.39286370744874,1.0760341179044244e-05,km,km / capita,1
2014,Finland,transported goods,58.39286370744874,1.0711790776727026e-05,km,km / capita,1
2015,Finland,transported goods,58.39286370744874,1.0671692181180096e-05,km,km / capita,1
2020,Finland,transported goods,58.39286370744874,1.0591599274359346e-05,km,km / capita,1
2025,Finland,transported goods,55.18125620353928,9.853034525257414e-06,km,km / capita,1
2030,Finland,transported goods,51.9696486996295,9.175502385727548e-06,km,km / capita,1
2035,Finland,transported goods,48.75804119571973,8.557679699581779e-06,km,km / capita,1
2040,Finland,transported goods,45.546433691810016,7.987879420173619e-06,km,km / capita,1
2045,Finland,transported goods,45.546433691810016,8.00088531459012e-06,km,km / capita,1
2050,Finland,transported goods,45.546433691810016,8.02202552267878e-06,km,km / capita,1
1990,Finland,meat consumption,762391348920.5,153263.5,kcal,kcal / capita,1
1991,Finland,meat consumption,747474899359.0,149540.5,kcal,kcal / capita,1
1992,Finland,meat consumption,739557490617.0,147058.5,kcal,kcal / capita,1
1993,Finland,meat consumption,694760517316.5,137440.75,kcal,kcal / capita,1
1994,Finland,meat consumption,707364566902.0,139302.25,kcal,kcal / capita,1
1995,Finland,meat consumption,754560780394.5001,147989.25000000003,kcal,kcal / capita,1
1996,Finland,meat consumption,769935204252.4999,150471.24999999997,kcal,kcal / capita,1
1997,Finland,meat consumption,777043512640.0,151402.0,kcal,kcal / capita,1
1998,Finland,meat consumption,809661268815.75,157296.75,kcal,kcal / capita,1
1999,Finland,meat consumption,784382284034.9999,152022.49999999997,kcal,kcal / capita,1
2000,Finland,meat consumption,755670725830.5,146127.75,kcal,kcal / capita,1
2001,Finland,meat consumption,763534441156.2501,147368.75000000003,kcal,kcal / capita,1
2002,Finland,meat consumption,791353555307.75,152332.75,kcal,kcal / capita,1
2003,Finland,meat consumption,804396005827.4999,154504.49999999997,kcal,kcal / capita,1
2004,Finland,meat consumption,825905145029.9999,158227.49999999997,kcal,kcal / capita,1
2005,Finland,meat consumption,835074501253.5,159468.5,kcal,kcal / capita,1
2006,Finland,meat consumption,833207828145.0,158537.75,kcal,kcal / capita,1
2007,Finland,meat consumption,872614428903.7501,165363.25000000003,kcal,kcal / capita,1
2008,Finland,meat consumption,855127083720.0,161330.0,kcal,kcal / capita,1
2009,Finland,meat consumption,851031793027.5,159778.75,kcal,kcal / capita,1
2010,Finland,meat consumption,884929360857.75,165363.25,kcal,kcal / capita,1
2011,Finland,meat consumption,882202391490.9999,164122.24999999997,kcal,kcal / capita,1
2012,Finland,meat consumption,893171065237.7499,165363.24999999997,kcal,kcal / capita,1
2013,Finland,meat consumption,885587070071.0,163191.5,kcal,kcal / capita,1
2014,Finland,meat consumption,896788768404.375,164510.0625,kcal,kcal / capita,1
2015,Finland,meat consumption,898991320198.8905,164296.76562499997,kcal,kcal / capita,1
2020,Finland,meat consumption,899695954395.0,163191.5,kcal,kcal / capita,1
2025,Finland,meat consumption,685904923523.3425,122473.56,kcal,kcal / capita,1
2030,Finland,meat consumption,588855917387.3481,103965.4685,kcal,kcal / capita,1
2035,Finland,meat consumption,486899383420.7504,85457.2675,kcal,kcal / capita,1
2040,Finland,meat consumption,381740181913.53876,66949.13950000002,kcal,kcal / capita,1
2045,Finland,meat consumption,275758690326.52856,48440.975,kcal,kcal / capita,1
2050,Finland,meat consumption,169948694976.54123,29932.8105,kcal,kcal / capita,1
1990,Finland,food waste,971243642038.365,195249.06748000003,kcal,kcal / capita,1
1991,Finland,food waste,975948168319.2955,195249.06748000003,kcal,kcal / capita,1
1992,Finland,food waste,981907950855.055,195249.06748000003,kcal,kcal / capita,1
1993,Finland,food waste,986980521628.1855,195249.06748000003,kcal,kcal / capita,1
1994,Finland,food waste,991457582745.502,195249.06748000003,kcal,kcal / capita,1
1995,Finland,food waste,995526963809.92,195249.06748000003,kcal,kcal / capita,1
1996,Finland,food waste,999055504957.4186,195249.06748000003,kcal,kcal / capita,1
1997,Finland,food waste,1002080694008.9537,195249.06748000003,kcal,kcal / capita,1
1998,Finland,food waste,1005015092244.1107,195249.06748000003,kcal,kcal / capita,1
1999,Finland,food waste,1007416070026.9122,195249.06748000003,kcal,kcal / capita,1
2000,Finland,food waste,1009691893157.4591,195249.06748000003,kcal,kcal / capita,1
2001,Finland,food waste,1011607872256.6404,195249.06748000003,kcal,kcal / capita,1
2002,Finland,food waste,1014299575900.9197,195249.06748000003,kcal,kcal / capita,1
2003,Finland,food waste,1016524243775.7867,195249.06748000003,kcal,kcal / capita,1
2004,Finland,food waste,1019147805495.5155,195249.06748000003,kcal,kcal / capita,1
2005,Finland,food waste,1022443414505.5104,195249.06748000003,kcal,kcal / capita,1
2006,Finland,food waste,1026147094066.5386,195249.06748000003,kcal,kcal / capita,1
2007,Finland,food waste,1030320542883.9236,195249.06748000003,kcal,kcal / capita,1
2008,Finland,food waste,1034914558192.6605,195249.06748000003,kcal,kcal / capita,1
2009,Finland,food waste,1039957841605.6688,195249.06748000003,kcal,kcal / capita,1
2010,Finland,food waste,1044861131437.2941,195249.06748000003,kcal,kcal / capita,1
2011,Finland,food waste,1049517626447.6246,195249.06748000003,kcal,kcal / capita,1
2012,Finland,food waste,1054592344960.4973,195249.06748000003,kcal,kcal / capita,1
2013,Finland,food waste,1059553038017.9617,195249.06748000003,kcal,kcal / capita,1
2014,Finland,food waste,1064355384081.6997,195249.06748000003,kcal,kcal / capita,1
2015,Finland,food waste,1068354670730.8926,195249.06748000003,kcal,kcal / capita,1
2020,Finland,food waste,1076433491396.0126,195249.06748000003,kcal,kcal / capita,1
2025,Finland,food waste,974134105714.5237,173939.0806985713,kcal,kcal / capita,1
2030,Finland,food waste,750420114680.8231,132490.4386471429,kcal,kcal / capita,1
2035,Finland,food waste,635683797465.464,111570.89570285712,kcal,kcal / capita,1
2040,Finland,food waste,516888852511.17175,90651.35275857129,kcal,kcal / capita,1
2045,Finland,food waste,396960477126.7713,69731.80981428572,kcal,kcal / capita,1
2050,Finland,food waste,277140065193.78326,48812.26687000001,kcal,kcal / capita,1
1990,Finland,cement production,1.422,2.858645986849022e-07,Mt,Mt / capita,1
1991,Finland,cement production,1.4219999999999997,2.84486597720346e-07,Mt,Mt / capita,1
1992,Finland,cement production,1.4220000000000004,2.827598795944007e-07,Mt,Mt / capita,1
1993,Finland,cement production,1.4219999999999997,2.813066396675596e-07,Mt,Mt / capita,1
1994,Finland,cement production,1.4220000000000006,2.8003636140208823e-07,Mt,Mt / capita,1
1995,Finland,cement production,1.4219999999999997,2.7889166647380904e-07,Mt,Mt / capita,1
1996,Finland,cement production,1.4220000000000002,2.7790665541489984e-07,Mt,Mt / capita,1
1997,Finland,cement production,1.4219999999999997,2.7706768089285153e-07,Mt,Mt / capita,1
1998,Finland,cement production,1.422,2.76258711037468e-07,Mt,Mt / capita,1
1999,Finland,cement production,1.4220000000000002,2.7560030281147195e-07,Mt,Mt / capita,1
2000,Finland,cement production,1.422,2.749791058422038e-07,Mt,Mt / capita,1
2001,Finland,cement production,1.3249999999999995,2.557364582720128e-07,Mt,Mt / capita,1
2002,Finland,cement production,1.1980000000000002,2.306107469612992e-07,Mt,Mt / capita,1
2003,Finland,cement production,1.4928960000000004,2.867482537966059e-07,Mt,Mt / capita,1
2004,Finland,cement production,1.2949999999999997,2.480970287363412e-07,Mt,Mt / capita,1
2005,Finland,cement production,1.3570000000000002,2.5913706402862465e-07,Mt,Mt / capita,1
2006,Finland,cement production,1.684507,3.205178115450626e-07,Mt,Mt / capita,1
2007,Finland,cement production,1.7425339999999996,3.302158157498026e-07,Mt,Mt / capita,1
2008,Finland,cement production,1.6330000000000002,3.0808507298578776e-07,Mt,Mt / capita,1
2009,Finland,cement production,1.0519999999999996,1.9750994778002191e-07,Mt,Mt / capita,1
2010,Finland,cement production,1.215,2.270422449937185e-07,Mt,Mt / capita,1
2011,Finland,cement production,1.3869999999999998,2.5803326191994603e-07,Mt,Mt / capita,1
2012,Finland,cement production,1.2929999999999997,2.3938827686170665e-07,Mt,Mt / capita,1
2013,Finland,cement production,1.3,2.3955741583150197e-07,Mt,Mt / capita,1
2014,Finland,cement production,1.2500000000000002,2.29304363937211e-07,Mt,Mt / capita,1
2015,Finland,cement production,1.1681827900786723,2.1349333386917726e-07,Mt,Mt / capita,1
2020,Finland,cement production,1.1587645540583844,2.101827009445423e-07,Mt,Mt / capita,1
2025,Finland,cement production,1.0949173215451558,1.9550584589255588e-07,Mt,Mt / capita,1
2030,Finland,cement production,0.926094785976366,1.6350668381940723e-07,Mt,Mt / capita,1
2035,Finland,cement production,0.7634959937708029,1.3400362291785397e-07,Mt,Mt / capita,1
2040,Finland,cement production,0.7156371673874646,1.2550759605825247e-07,Mt,Mt / capita,1
2045,Finland,cement production,0.6885079549381349,1.2094631212879236e-07,Mt,Mt / capita,1
2050,Finland,cement production,0.6610044997457608,1.1642173794431472e-07,Mt,Mt / capita,1
1990,Finland,steel production,4.096,8.234187033849224e-07,Mt,Mt / capita,1
1991,Finland,steel production,4.096,8.194494404096607e-07,Mt,Mt / capita,1
1992,Finland,steel production,4.096,8.144757150623523e-07,Mt,Mt / capita,1
1993,Finland,steel production,4.096,8.102897300128863e-07,Mt,Mt / capita,1
1994,Finland,steel production,4.096,8.066307568937784e-07,Mt,Mt / capita,1
1995,Finland,steel production,4.096,8.033335203071182e-07,Mt,Mt / capita,1
1996,Finland,steel production,4.096,8.004962451332134e-07,Mt,Mt / capita,1
1997,Finland,steel production,4.096,7.980796209121801e-07,Mt,Mt / capita,1
1998,Finland,steel production,4.096,7.957494236353509e-07,Mt,Mt / capita,1
1999,Finland,steel production,4.096,7.93852911614479e-07,Mt,Mt / capita,1
2000,Finland,steel production,4.096,7.920635847606657e-07,Mt,Mt / capita,1
2001,Finland,steel production,3.938,7.600680548491975e-07,Mt,Mt / capita,1
2002,Finland,steel production,4.002999999999999,7.705632888865446e-07,Mt,Mt / capita,1
2003,Finland,steel production,4.766,9.154302627876445e-07,Mt,Mt / capita,1
2004,Finland,steel production,4.832,9.257180253698848e-07,Mt,Mt / capita,1
2005,Finland,steel production,4.739,9.049746104875844e-07,Mt,Mt / capita,1
2006,Finland,steel production,5.054,9.616445758603238e-07,Mt,Mt / capita,1
2007,Finland,steel production,4.431,8.396887978010045e-07,Mt,Mt / capita,1
2008,Finland,steel production,4.417,8.333201269921766e-07,Mt,Mt / capita,1
2009,Finland,steel production,3.066,5.756326044615469e-07,Mt,Mt / capita,1
2010,Finland,steel production,4.029,7.528832963618862e-07,Mt,Mt / capita,1
2011,Finland,steel production,3.988999999999999,7.421014288382586e-07,Mt,Mt / capita,1
2012,Finland,steel production,3.759,6.959478211315974e-07,Mt,Mt / capita,1
2013,Finland,steel production,3.5169999999999995,6.480949472918402e-07,Mt,Mt / capita,1
2014,Finland,steel production,3.807,6.983693708071697e-07,Mt,Mt / capita,1
2015,Finland,steel production,3.9883,7.28888895386908e-07,Mt,Mt / capita,1
2020,Finland,steel production,5.049439088563284,9.158933470756693e-07,Mt,Mt / capita,1
2025,Finland,steel production,5.483424994068805,9.79107390812789e-07,Mt,Mt / capita,1
2030,Finland,steel production,7.313509662740597,1.2912368476140232e-06,Mt,Mt / capita,1
2035,Finland,steel production,8.163418719462202,1.4327877195538423e-06,Mt,Mt / capita,1
2040,Finland,steel production,7.641516179771215,1.3401600275521486e-06,Mt,Mt / capita,1
2045,Finland,steel production,8.031784962663673,1.410898398600125e-06,Mt,Mt / capita,1
2050,Finland,steel production,8.212018189086825,1.4463705314737438e-06,Mt,Mt / capita,1
1990,France,final energy demand,1565.8575886424755,2.6987295508350226e-05,TWh,TWh / capita,1
1991,France,final energy demand,1625.5313408723014,2.7875758465768093e-05,TWh,TWh / capita,1
1992,France,final energy demand,1617.9362240342693,2.7607547778498222e-05,TWh,TWh / capita,1
1993,France,final energy demand,1606.8394067790698,2.7287323713260426e-05,TWh,TWh / capita,1
1994,France,final energy demand,1577.6008820152415,2.669180327284438e-05,TWh,TWh / capita,1
1995,France,final energy demand,1578.4529717816263,2.661130022441027e-05,TWh,TWh / capita,1
1996,France,final energy demand,1626.3235982756428,2.7322930737630014e-05,TWh,TWh / capita,1
1997,France,final energy demand,1594.0881171730277,2.668984721715839e-05,TWh,TWh / capita,1
1998,France,final energy demand,1609.6175048002544,2.6856104448291824e-05,TWh,TWh / capita,1
1999,France,final energy demand,1614.1594775644103,2.683176262899247e-05,TWh,TWh / capita,1
2000,France,final energy demand,1580.3137638738474,2.610146485492808e-05,TWh,TWh / capita,1
2001,France,final energy demand,1630.0370083577686,2.6730982602178602e-05,TWh,TWh / capita,1
2002,France,final energy demand,1593.815656235914,2.5947752053217638e-05,TWh,TWh / capita,1
2003,France,final energy demand,1624.3583717254671,2.625688706063956e-05,TWh,TWh / capita,1
2004,France,final energy demand,1646.421340225946,2.643060056590268e-05,TWh,TWh / capita,1
2005,France,final energy demand,1603.7740189581282,2.5548840111311274e-05,TWh,TWh / capita,1
2006,France,final energy demand,1573.7127949104545,2.4888848321051585e-05,TWh,TWh / capita,1
2007,France,final energy demand,1530.1271223539704,2.4041567438951792e-05,TWh,TWh / capita,1
2008,France,final energy demand,1544.2780591773078,2.4126633067275857e-05,TWh,TWh / capita,1
2009,France,final energy demand,1496.1480780511656,2.32500827277773e-05,TWh,TWh / capita,1
2010,France,final energy demand,1548.9869024631414,2.3956299233984924e-05,TWh,TWh / capita,1
2011,France,final energy demand,1443.1012596766948,2.2208828328226016e-05,TWh,TWh / capita,1
2012,France,final energy demand,1484.1176584174657,2.2735696262455414e-05,TWh,TWh / capita,1
2013,France,final energy demand,1525.0554238357552,2.3247672060221557e-05,TWh,TWh / capita,1
2014,France,final energy demand,1404.261300338393,2.1295314283604975e-05,TWh,TWh / capita,1
2015,France,final energy demand,1456.05212734117,2.1909925581917852e-05,TWh,TWh / capita,1
2020,France,final energy demand,1430.5071281899197,2.137440725634755e-05,TWh,TWh / capita,1
2025,France,final energy demand,1307.6870283146397,1.9145681993030467e-05,TWh,TWh / capita,1
2030,France,final energy demand,1170.2372399038102,1.6798729718509967e-05,TWh,TWh / capita,1
2035,France,final energy demand,996.7559863638714,1.4044249280554138e-05,TWh,TWh / capita,1
2040,France,final energy demand,867.4466301187697,1.2027301487931126e-05,TWh,TWh / capita,1
2045,France,final energy demand,785.688405294955,1.0762344606104806e-05,TWh,TWh / capita,1
2050,France,final energy demand,712.8998244205625,9.678317239323869e-06,TWh,TWh / capita,1
1990,France,final energy demand industry,433.3573061476215,7.468841206592481e-06,TWh,TWh / capita,1
1991,France,final energy demand industry,433.3573061476215,7.4315168780839955e-06,TWh,TWh / capita,1
1992,France,final energy demand industry,433.3573061476215,7.394563739230759e-06,TWh,TWh / capita,1
1993,France,final energy demand industry,433.3573061476215,7.359267545012689e-06,TWh,TWh / capita,1
1994,France,final energy demand industry,433.3573061476215,7.332074984495575e-06,TWh,TWh / capita,1
1995,France,final energy demand industry,433.3573061476215,7.306015183537233e-06,TWh,TWh / capita,1
1996,France,final energy demand industry,433.7228438146215,7.2867289347825655e-06,TWh,TWh / capita,1
1997,France,final energy demand industry,433.5420662206215,7.258802938798633e-06,TWh,TWh / capita,1
1998,France,final energy demand industry,433.4480202346216,7.231982299901033e-06,TWh,TWh / capita,1
1999,France,final energy demand industry,433.1954604316215,7.2008980077958595e-06,TWh,TWh / capita,1
2000,France,final energy demand industry,433.0275619981215,7.152157975896375e-06,TWh,TWh / capita,1
2001,France,final energy demand industry,444.63756586919993,7.291612998099436e-06,TWh,TWh / capita,1
2002,France,final energy demand industry,438.6472191628,7.141295944193573e-06,TWh,TWh / capita,1
2003,France,final energy demand industry,436.57384566299993,7.056983458044349e-06,TWh,TWh / capita,1
2004,France,final energy demand industry,423.303970644,6.7954525932692005e-06,TWh,TWh / capita,1
2005,France,final energy demand industry,396.2566632170572,6.312546538290462e-06,TWh,TWh / capita,1
2006,France,final energy demand industry,382.6353658907,6.051519447972458e-06,TWh,TWh / capita,1
2007,France,final energy demand industry,371.8814140028,5.8430518376059476e-06,TWh,TWh / capita,1
2008,France,final energy demand industry,360.9899232926,5.639833687013895e-06,TWh,TWh / capita,1
2009,France,final energy demand industry,311.5514330572999,4.841497107676046e-06,TWh,TWh / capita,1
2010,France,final energy demand industry,334.9968116652594,5.180988844981411e-06,TWh,TWh / capita,1
2011,France,final energy demand industry,323.82613216077385,4.983571962901114e-06,TWh,TWh / capita,1
2012,France,final energy demand industry,323.8586660741584,4.961299545264805e-06,TWh,TWh / capita,1
2013,France,final energy demand industry,342.33790416784177,5.2185377695064395e-06,TWh,TWh / capita,1
2014,France,final energy demand industry,319.5617712290854,4.8460840939709495e-06,TWh,TWh / capita,1
2015,France,final energy demand industry,333.8552604151207,5.023682719508276e-06,TWh,TWh / capita,1
2020,France,final energy demand industry,319.9653276415229,4.780870424304944e-06,TWh,TWh / capita,1
2025,France,final energy demand industry,282.4633182388687,4.135510063648308e-06,TWh,TWh / capita,1
2030,France,final energy demand industry,276.40416770027707,3.9677757192621195e-06,TWh,TWh / capita,1
2035,France,final energy demand industry,260.1931285940428,3.6661100701210366e-06,TWh,TWh / capita,1
2040,France,final energy demand industry,232.8361744761241,3.228314884729511e-06,TWh,TWh / capita,1
2045,France,final energy demand industry,216.6332962998301,2.967438710082427e-06,TWh,TWh / capita,1
2050,France,final energy demand industry,201.47492394172028,2.7352205217072487e-06,TWh,TWh / capita,1
1990,France,living space,2474107398.716116,42.6408301577626,m2,m2 / capita,1
1991,France,living space,2486533448.3140497,42.6408301577626,m2,m2 / capita,1
1992,France,living space,2498959497.9119835,42.6408301577626,m2,m2 / capita,1
1993,France,living space,2510944897.171067,42.6408301577626,m2,m2 / capita,1
1994,France,living space,2520257270.710051,42.6408301577626,m2,m2 / capita,1
1995,France,living space,2529246767.8830805,42.6408301577626,m2,m2 / capita,1
1996,France,living space,2538080156.9769025,42.6408301577626,m2,m2 / capita,1
1997,France,living space,2546782681.36297,42.6408301577626,m2,m2 / capita,1
1998,France,living space,2555673209.1692033,42.6408301577626,m2,m2 / capita,1
1999,France,living space,2565209788.1931567,42.6408301577626,m2,m2 / capita,1
2000,France,living space,2581690000.0,42.6408301577626,m2,m2 / capita,1
2001,France,living space,2620629999.9999986,42.9757205373658,m2,m2 / capita,1
2002,France,living space,2654999999.999998,43.2241215800277,m2,m2 / capita,1
2003,France,living space,2699920000.0000014,43.642767351553,m2,m2 / capita,1
2004,France,living space,2746340000.000003,44.0879948435312,m2,m2 / capita,1
2005,France,living space,2792300000.0000024,44.4825925594927,m2,m2 / capita,1
2006,France,living space,2840099999.9999995,44.9172290809523,m2,m2 / capita,1
2007,France,living space,2883600000.000002,45.3075191297236,m2,m2 / capita,1
2008,France,living space,2919150000.0,45.606592996509,m2,m2 / capita,1
2009,France,living space,2949770000.000002,45.8393106498181,m2,m2 / capita,1
2010,France,living space,2979910000.0000005,46.0866489812316,m2,m2 / capita,1
2011,France,living space,3011630000.0,46.3479421209291,m2,m2 / capita,1
2012,France,living space,3043750000.0000024,46.6282272880167,m2,m2 / capita,1
2013,France,living space,3076880000.000003,46.9034082897424,m2,m2 / capita,1
2014,France,living space,3115250000.000001,47.2420822292931,m2,m2 / capita,1
2015,France,living space,3162040006.987655,47.580756168843806,m2,m2 / capita,1
2020,France,living space,3263512662.716703,48.76288091442001,m2,m2 / capita,1
2025,France,living space,3221411454.4783483,47.1642816214496,m2,m2 / capita,1
2030,France,living space,3163421085.001431,45.410839768817006,m2,m2 / capita,1
2035,France,living space,3088927122.3835263,43.52285123912191,m2,m2 / capita,1
2040,France,living space,2995580879.9229145,41.53426057967611,m2,m2 / capita,1
2045,France,living space,2881877574.15025,39.47590336905471,m2,m2 / capita,1
2050,France,living space,2752581882.547111,37.36901002628141,m2,m2 / capita,1
1990,France,floor area in commercial and public buildings,931150.0,0.016048215619905867,1000m2,1000m2 / capita,1
1991,France,floor area in commercial and public buildings,931150.0,0.01596801725242101,1000m2,1000m2 / capita,1
1992,France,floor area in commercial and public buildings,931150.0,0.01588861645599952,1000m2,1000m2 / capita,1
1993,France,floor area in commercial and public buildings,931150.0,0.01581277591799562,1000m2,1000m2 / capita,1
1994,France,floor area in commercial and public buildings,931150.0,0.01575434756714907,1000m2,1000m2 / capita,1
1995,France,floor area in commercial and public buildings,931150.0,0.015698353164105373,1000m2,1000m2 / capita,1
1996,France,floor area in commercial and public buildings,931150.0,0.015643717513119496,1000m2,1000m2 / capita,1
1997,France,floor area in commercial and public buildings,931150.0,0.015590261898652298,1000m2,1000m2 / capita,1
1998,France,floor area in commercial and public buildings,931150.0,0.015536027399335586,1000m2,1000m2 / capita,1
1999,France,floor area in commercial and public buildings,931150.0,0.015478269724429616,1000m2,1000m2 / capita,1
2000,France,floor area in commercial and public buildings,931150.0,0.015379464227463654,1000m2,1000m2 / capita,1
2001,France,floor area in commercial and public buildings,931150.0,0.015269932107305567,1000m2,1000m2 / capita,1
2002,France,floor area in commercial and public buildings,931150.0,0.015159375069394658,1000m2,1000m2 / capita,1
2003,France,floor area in commercial and public buildings,931150.0,0.015051543312171676,1000m2,1000m2 / capita,1
2004,France,floor area in commercial and public buildings,931150.0,0.014948089602363157,1000m2,1000m2 / capita,1
2005,France,floor area in commercial and public buildings,931150.0,0.014833637525255735,1000m2,1000m2 / capita,1
2006,France,floor area in commercial and public buildings,931150.0,0.01472648070797815,1000m2,1000m2 / capita,1
2007,France,floor area in commercial and public buildings,931150.0,0.01463035665059027,1000m2,1000m2 / capita,1
2008,France,floor area in commercial and public buildings,931150.0,0.014547583737971449,1000m2,1000m2 / capita,1
2009,France,floor area in commercial and public buildings,931150.0,0.014470034650694156,1000m2,1000m2 / capita,1
2010,France,floor area in commercial and public buildings,931150.0,0.01440096620329936,1000m2,1000m2 / capita,1
2011,France,floor area in commercial and public buildings,931150.0,0.014330075841289643,1000m2,1000m2 / capita,1
2012,France,floor area in commercial and public buildings,938280.0,0.014373826069749577,1000m2,1000m2 / capita,1
2013,France,floor area in commercial and public buildings,938280.0,0.014302972468896889,1000m2,1000m2 / capita,1
2014,France,floor area in commercial and public buildings,938280.0,0.014228810180274816,1000m2,1000m2 / capita,1
2015,France,floor area in commercial and public buildings,938280.0,0.01411875618254221,1000m2,1000m2 / capita,1
2020,France,floor area in commercial and public buildings,938280.0,0.014019628735343972,1000m2,1000m2 / capita,1
2025,France,floor area in commercial and public buildings,938280.0,0.013737239959910611,1000m2,1000m2 / capita,1
